Company name,Industry,City,County,Zip code,Date,Claimants,Wages owed,Industry_clean,company_id,industry_stolen,industry_total_claimants,industry_avg_loss_per_worker,company_total_wages,company_total_claimants,company_avg_loss_per_worker,county_total_wages,county_total_cases
Sunshine Nursery Day Care Center,Education/Childcare - Childcare/Daycare,Brooklyn,Kings County,11221,2016-01-14,32,53222.55,Education,sunshine-nursery-day-care-center,5153001.45,5256,980.4036244292238,53222.55,32,1663.2046875,87588061.27,4731
Restaurante Eugenia II,Restaurants - Table Service,West Hempstead,Nassau County,11552,2016-07-26,3,53211.1,Food Services,restaurante-eugenia-ii,149672052.18,66102,2264.2590569120453,53211.1,3,17737.033333333333,58900272.76,3252
Yang Laundry Service,Laundry - Drycleaning And Laundry Services (Except Coin-Operated),Lindenhurst,Suffolk County,11757,2012-05-26,20,53188.71,Other,yang-laundry-service,147547188.43,98576,1496.786118629281,53188.71,20,2659.4355,53899585.56,3018
Cafe' Dolce Vita,Restaurants - Full-Service Restaurants,Jericho,Nassau County,11753,2012-08-12,16,53051.53,Food Services,cafe-dolce-vita,149672052.18,66102,2264.2590569120453,53051.53,16,3315.720625,58900272.76,3252
New Fuji Buffet,Restaurants - Full-Service Restaurants,Syracuse,Onondaga County,13224,2014-01-12,13,53040.11,Food Services,new-fuji-buffet,149672052.18,66102,2264.2590569120453,53040.11,13,4080.0084615384617,11795371.15,809
Fancy Spa and Nails,Beauty - Nail Salon,Yonkers,Westchester County,10705,2019-03-07,5,53011.9,Other,fancy-spa-and-nails,147547188.43,98576,1496.786118629281,53011.9,5,10602.380000000001,22226095.1,2016
TNT Scrap Metal,Construction -General,Brooklyn,Kings County,11211,2017-08-24,7,52965.4,Construction,tnt-scrap-metal,61023694.45,20078,3039.3313303117843,52965.4,7,7566.4857142857145,87588061.27,4731
Alphonso's Pizzeria,Restaurants - Pizzeria,New York,New York County,10002,2023-01-06,3,52964.0,Food Services,alphonso-s-pizzeria,149672052.18,66102,2264.2590569120453,52964.0,3,17654.666666666668,96159726.15,6430
Moldova Pickles,Manufacturing - Factory,Brooklyn,Kings County,11203,2018-12-13,1,52962.74,Manufacturing,moldova-pickles,8985644.36,6052,1484.7396497025775,52962.74,1,52962.74,87588061.27,4731
Boulevard Car Wash,Car Washes,Long Island City,Queens County,11101,2012-05-05,30,52896.05,Other,boulevard-car-wash,147547188.43,98576,1496.786118629281,269883.31,79,3416.244430379747,82459395.43,4259
CS Construction Group LLC,Construction -General,Brooklyn,Kings County,11205,2018-03-08,1,52862.19,Construction,cs-construction-group-llc,61023694.45,20078,3039.3313303117843,52862.19,1,52862.19,87588061.27,4731
Westbrookville Deli Inc.,Restaurants - Deli,Westbrookville,Orange County,12785,2020-02-18,12,52840.7,Food Services,westbrookville-deli-inc,149672052.18,66102,2264.2590569120453,52840.7,12,4403.391666666666,4359072.06,629
Executive Parking Systems,Other,Greenvale,Nassau County,11548,2014-12-10,220,52834.09,Other,executive-parking-systems,147547188.43,98576,1496.786118629281,52834.09,220,240.15495454545453,58900272.76,3252
Bravo 109,Groceries/Food - Supermarkets And Other Grocery (Except Convenience) Stores,Richmond Hill,Queens County,11418,2018-10-13,3,52741.23,Groceries,bravo-109,20303227.0,43316,468.72349709114417,52741.23,3,17580.41,82459395.43,4259
Bobs Collision and Customs,Other,Norwich,Chenango County,13815,2013-10-18,15,52730.5,Other,bobs-collision-and-customs,147547188.43,98576,1496.786118629281,52730.5,15,3515.366666666667,174437.28,49
"Erie Engineered Products, Inc.","Manufacturing - Metal Can, Box, And Other Metal Container (Light Gauge) Manufacturing",Lancaster,Erie County,14086,2017-03-17,47,52701.36,Manufacturing,erie-engineered-products-inc,8985644.36,6052,1484.7396497025775,52701.36,47,1121.3055319148937,15179552.14,2192
CM Malaysian Restaurant,Restaurants - General,New York,New York County,10002,2013-11-21,4,52698.73,Food Services,cm-malaysian-restaurant,149672052.18,66102,2264.2590569120453,52698.73,4,13174.6825,96159726.15,6430
All About Food,Restaurants - Limited-Service Restaurants,New York,New York County,10022,2012-10-21,18,52698.48,Food Services,all-about-food,149672052.18,66102,2264.2590569120453,52698.48,18,2927.6933333333336,96159726.15,6430
Shandon Court,Restaurants - Full-Service Restaurants,East Islip,Suffolk County,11730,2012-02-05,5,52606.86,Food Services,shandon-court,149672052.18,66102,2264.2590569120453,52606.86,5,10521.372,53899585.56,3018
A.P. Reale & Sons Inc.,Construction - Residential Building Construction,Ticonderoga,Erie County,12883,2012-01-01,20,52601.09,Construction,a-p-reale-sons-inc,61023694.45,20078,3039.3313303117843,52601.09,20,2630.0544999999997,15179552.14,2192
Munchies Gourmet Market,Other,New York,New York County,10018,2012-01-04,38,52572.0,Other,munchies-gourmet-market,147547188.43,98576,1496.786118629281,52572.0,38,1383.4736842105262,96159726.15,6430
La Ginestra,Restaurants - Table Service,Glencove,Nassau County,11542,2016-02-11,14,52551.7,Food Services,la-ginestra,149672052.18,66102,2264.2590569120453,68551.70999999999,15,4570.114,58900272.76,3252
Almarcos Italian Restaurant,Restaurants - Full-Service Restaurants,Huntington,Suffolk County,11743,2013-01-13,6,52536.96,Food Services,almarcos-italian-restaurant,149672052.18,66102,2264.2590569120453,52536.96,6,8756.16,53899585.56,3018
La Casa Del Mofongo,Restaurants - Full-Service Restaurants,New York,New York County,10033,2012-06-10,15,52510.36,Food Services,la-casa-del-mofongo,149672052.18,66102,2264.2590569120453,54670.81,19,2877.411052631579,96159726.15,6430
Raindancer Restaurant,Restaurants - Full-Service Restaurants,Amsterdam,Fulton County,12010,2019-09-04,3,52433.3,Food Services,raindancer-restaurant,149672052.18,66102,2264.2590569120453,52433.3,3,17477.766666666666,283282.64,65
Campanelli Landscaping Inc,Construction - Landscaping,Farmingdale,Suffolk County,11735,2016-07-18,10,52430.74,Construction,campanelli-landscaping-inc,61023694.45,20078,3039.3313303117843,52430.74,10,5243.074,53899585.56,3018
Magic Touch Car Wash,Car Washes - Misc,Brooklyn,Kings County,11226,2015-09-30,6,52383.44,Other,magic-touch-car-wash,147547188.43,98576,1496.786118629281,191612.2,14,13686.585714285715,87588061.27,4731
Kono Restaurant,Restaurants - Full-Service Restaurants,New York,New York County,10013,2022-08-21,11,52370.34,Food Services,kono-restaurant,149672052.18,66102,2264.2590569120453,52370.34,11,4760.94,96159726.15,6430
3G Title Services LLC,Office,Latham,Albany County,12110,2022-10-28,2,52368.75,Other,3g-title-services-llc,147547188.43,98576,1496.786118629281,52368.75,2,26184.375,7516825.93,816
Sapphire Center for Nursing and Rehab,Healthcare - Home Health Care,Flushing,Queens County,11354,2023-03-07,8,52347.8,Healthcare,sapphire-center-for-nursing-and-rehab,86413131.15,57682,1498.0952662875768,52347.8,8,6543.475,82459395.43,4259
Absolut of Houghton,Healthcare - Nursing Care Facilities,Houghton,Allegany County,14744,2012-03-03,97,52339.65,Healthcare,absolut-of-houghton,86413131.15,57682,1498.0952662875768,52339.65,97,539.5840206185567,594357.56,51
Italian Village Pizzeria and Restaurant,Restaurants - General,New York,New York County,10075,2013-10-08,2,52330.9,Food Services,italian-village-pizzeria-and-restaurant,149672052.18,66102,2264.2590569120453,52330.9,2,26165.45,96159726.15,6430
Radisson Hotel New Rochelle,Hotels - Hotels (Except Casino Hotels) And Motels,New Rochelle,Westchester County,10801,2012-04-12,18,52327.05,Other,radisson-hotel-new-rochelle,147547188.43,98576,1496.786118629281,52327.05,18,2907.0583333333334,22226095.1,2016
Forking Paths Vineyards Inc. and Assoc.,Grape Vineyards,Geneva,Ontario County,14456,2016-10-06,38,52315.66,Other,forking-paths-vineyards-inc-and-assoc,147547188.43,98576,1496.786118629281,52315.66,38,1376.7278947368422,1259827.45,167
Collins Building Services Inc,Other,Long Island City,Queens County,11101,2016-08-04,1,52314.98,Other,collins-building-services-inc,147547188.43,98576,1496.786118629281,55051.47,8,6881.43375,82459395.43,4259
Via Italia Ristorante,Restaurants - General,New York,New York County,10036,2015-05-19,1,52303.75,Food Services,via-italia-ristorante,149672052.18,66102,2264.2590569120453,52303.75,1,52303.75,96159726.15,6430
Glove City Transportation JL Spraker Enterprises Used Cars,Healthcare - Medical Transport,Gloversville,Fulton County,12078,2020-01-30,4,52292.0,Healthcare,glove-city-transportation-jl-spraker-enterprises-used-cars,86413131.15,57682,1498.0952662875768,52292.0,4,13073.0,283282.64,65
La Nueva Colmena,Groceries/Food - Supermarkets And Other Grocery (Except Convenience) Stores,White Plains,Westchester County,10606,2016-08-28,3,52283.0,Groceries,la-nueva-colmena,20303227.0,43316,468.72349709114417,52283.0,3,17427.666666666668,22226095.1,2016
Smoke Shop 168 Inc. T/A Smoke Shop,Retail - Misc,Newburgh,Orange County,12550,2023-12-19,2,52277.59,Retail,smoke-shop-168-inc-t-a-smoke-shop,14204964.71,7085,2004.9350331686662,52277.59,2,26138.795,4359072.06,629
Kaylena Maries Bakery,Restaurants - Bakery,Buffalo,Erie County,14224,2021-10-26,33,52272.09,Food Services,kaylena-maries-bakery,149672052.18,66102,2264.2590569120453,52272.09,33,1584.0027272727273,15179552.14,2192
Champion Cleaning Contractors Inc.,Cleaning/Janitorial Services - General,Rye Brook,Westchester County,10513,2021-07-15,1,52270.81,Other,champion-cleaning-contractors-inc,147547188.43,98576,1496.786118629281,52270.81,1,52270.81,22226095.1,2016
Terrafina  L.L.C.,Other,Bronx,Bronx County,10457,2012-06-22,49,52204.82,Other,terrafina-l-l-c,147547188.43,98576,1496.786118629281,52204.82,49,1065.4044897959184,27745338.03,1765
Red Lion Car Wash,Car Washes - Misc,Copiague,Suffolk County,11726,2020-01-31,66,52138.83,Other,red-lion-car-wash,147547188.43,98576,1496.786118629281,52138.83,66,789.9822727272727,53899585.56,3018
Xing Yue Inc. - Szechuan Gourment 56,Restaurants - Full-Service Restaurants,New York,New York County,10019,2015-09-15,19,52135.59,Food Services,xing-yue-inc-szechuan-gourment-56,149672052.18,66102,2264.2590569120453,52135.59,19,2743.9784210526313,96159726.15,6430
Best Buffet,Restaurants - Full-Service Restaurants,Huntington Station,Suffolk County,11746,2013-05-16,58,52108.93,Food Services,best-buffet,149672052.18,66102,2264.2590569120453,52108.93,58,898.4298275862069,53899585.56,3018
Internacional,Other,Uniondale,Nassau County,11553,2015-05-29,1,52065.5,Other,internacional,147547188.43,98576,1496.786118629281,52065.5,1,52065.5,58900272.76,3252
Mastic Transportation,Transportation Personal,Mastic,Suffolk County,11951,2017-03-20,3,52013.71,Delivery/Transportation,mastic-transportation,22069415.419999998,30474,724.204745684846,52013.71,3,17337.903333333332,53899585.56,3018
Fine Food Supermarket,Groceries/Food - Misc Supermarket,Brooklyn,Kings County,11201,2019-01-30,1,52000.0,Groceries,fine-food-supermarket,20303227.0,43316,468.72349709114417,52000.0,1,52000.0,87588061.27,4731
P&G Steel Products Co,Forging And Stamping,Buffalo,Erie County,14227,2020-08-30,50,51972.72,Other,p-g-steel-products-co,147547188.43,98576,1496.786118629281,51972.72,50,1039.4544,15179552.14,2192
JII Jerusalem,Restaurants - Office,Brooklyn,Kings County,11219,2014-11-04,1,51972.04,Food Services,jii-jerusalem,149672052.18,66102,2264.2590569120453,51972.04,1,51972.04,87588061.27,4731
Mill Creek Construction Corp,Construction -General,Mineola,Nassau County,11501,2018-01-23,18,51873.82,Construction,mill-creek-construction-corp,61023694.45,20078,3039.3313303117843,51873.82,18,2881.878888888889,58900272.76,3252
Rocket Joes Pizza,Restaurants - General,New York,New York County,10002,2013-11-21,1,51867.65,Food Services,rocket-joes-pizza,149672052.18,66102,2264.2590569120453,51867.65,1,51867.65,96159726.15,6430
Ester Chetrit,Domestic - Domestic Employment,New York,New York County,10075,2014-10-07,1,51824.47,Other,ester-chetrit,147547188.43,98576,1496.786118629281,51824.47,1,51824.47,96159726.15,6430
Absolut Care Aurora Park,Healthcare - Local Nursing Homes,East Aurora,Erie County,14052,2019-09-23,174,51780.69,Healthcare,absolut-care-aurora-park,86413131.15,57682,1498.0952662875768,51780.69,174,297.59017241379314,15179552.14,2192
GFT USA Inc,Management Consulting Services,New York,New York County,10036,2017-11-03,1,51757.5,Other,gft-usa-inc,147547188.43,98576,1496.786118629281,51757.5,1,51757.5,96159726.15,6430
Suffolk Diner Restaurant,Restaurants - Full-Service Restaurants,Centereach,Suffolk County,11720,2012-04-02,21,51724.64,Food Services,suffolk-diner-restaurant,149672052.18,66102,2264.2590569120453,51724.64,21,2463.078095238095,53899585.56,3018
Plenty Cafe Bakery Catering LLC,Restaurants - General,New York,New York County,10028,2015-02-24,5,51694.21,Food Services,plenty-cafe-bakery-catering-llc,149672052.18,66102,2264.2590569120453,55640.42,9,6182.268888888889,96159726.15,6430
Wellness of College Point Medical PC,Other,Flushing,Queens County,11355,2012-08-08,17,51681.03,Other,wellness-of-college-point-medical-pc,147547188.43,98576,1496.786118629281,51681.03,17,3040.060588235294,82459395.43,4259
Greenpoint Maintenance Services,Cleaning/Janitorial Services - General,Whitestone,Queens County,11357,2019-10-02,3,51605.0,Other,greenpoint-maintenance-services,147547188.43,98576,1496.786118629281,51605.0,3,17201.666666666668,82459395.43,4259
Rodeway Inn (Ronkonkoma),Hotels - Hotels (Except Casino Hotels) And Motels,Ronkonkoma,Suffolk County,11779,2017-04-08,11,51588.4,Other,rodeway-inn-ronkonkoma,147547188.43,98576,1496.786118629281,51588.4,11,4689.854545454546,53899585.56,3018
US Care Systems,Other,Utica,Oneida County,13502,2014-01-21,253,51579.31,Other,us-care-systems,147547188.43,98576,1496.786118629281,51579.31,253,203.87079051383398,1888020.36,287
"KFC - New Rochelle, NY",Restaurants - Full-Service Restaurants,New Rochelle,Westchester County,10801,2014-01-31,13,51576.14,Food Services,kfc-new-rochelle-ny,149672052.18,66102,2264.2590569120453,51576.14,13,3967.3953846153845,22226095.1,2016
"NAI Cafe, Inc.",Restaurants - Table Service,New York,New York County,10003,2021-05-26,1,51576.0,Food Services,nai-cafe-inc,149672052.18,66102,2264.2590569120453,51576.0,1,51576.0,96159726.15,6430
Cottage Car Wash,Car Washes,Bethpage,Nassau County,11714,2019-01-18,20,51560.2,Other,cottage-car-wash,147547188.43,98576,1496.786118629281,51560.2,20,2578.0099999999998,58900272.76,3252
La Candela II,Restaurants - Full-Service Restaurants,West Hempstead,Nassau County,11552,2021-11-14,9,51552.33,Food Services,la-candela-ii,149672052.18,66102,2264.2590569120453,51552.33,9,5728.036666666667,58900272.76,3252
Key Food (1418),Groceries/Food - Supermarkets And Other Grocery (Except Convenience) Stores,Brooklyn,Kings County,11225,2018-01-26,20,51506.9,Groceries,key-food-1418,20303227.0,43316,468.72349709114417,51506.9,20,2575.3450000000003,87588061.27,4731
Security USA Inc,Security - General,New York,New York County,10018,2018-08-08,73,51505.48,Security,security-usa-inc,6284120.61,6007,1046.132946562344,53348.8,76,701.9578947368421,96159726.15,6430
Roc N Burgers,Restaurants - General,Amherst,Erie County,14221,2012-05-23,15,51467.49,Food Services,roc-n-burgers,149672052.18,66102,2264.2590569120453,107764.23999999999,351,307.02062678062674,15179552.14,2192
Kearney Home Care Services,Healthcare - Home Health Care,Long Island City,Queens County,11104,2015-11-18,35,51440.93,Healthcare,kearney-home-care-services,86413131.15,57682,1498.0952662875768,51440.93,35,1469.740857142857,82459395.43,4259
Neighborhood RN LLC,Healthcare - Home Health Care,North Salem,Westchester County,10568,2016-03-03,19,51422.5,Healthcare,neighborhood-rn-llc,86413131.15,57682,1498.0952662875768,51422.5,19,2706.4473684210525,22226095.1,2016
Lord & Taylor,Retail - Chain,New York,New York County,10018,2016-10-25,115,51402.38,Retail,lord-taylor,14204964.71,7085,2004.9350331686662,54042.42,121,446.6315702479339,96159726.15,6430
Clinton Deli,Restaurants - Deli,Hempstead,Nassau County,11550,2015-12-23,6,51336.88,Food Services,clinton-deli,149672052.18,66102,2264.2590569120453,51336.88,6,8556.146666666666,58900272.76,3252
Mid Block Cleaners,Other,Brooklyn,Kings County,11225,2013-04-25,1,51276.5,Other,mid-block-cleaners,147547188.43,98576,1496.786118629281,51276.5,1,51276.5,87588061.27,4731
Llaulin Grocery Corp,Groceries/Food - Misc Supermarket,Bronx,Bronx County,10454,2018-03-23,1,51260.55,Groceries,llaulin-grocery-corp,20303227.0,43316,468.72349709114417,51260.55,1,51260.55,27745338.03,1765
Brady Fence Co.,Construction - All Other Specialty Trade Contractors,Cold Brook,Hamilton County,13324,2022-10-15,8,51213.31,Construction,brady-fence-co,61023694.45,20078,3039.3313303117843,51213.31,8,6401.66375,76810.61,7
RAIN Home Attendant Services,Healthcare - Home Health Care,Bronx,Bronx County,10462,2015-11-02,518,51166.31,Healthcare,rain-home-attendant-services,86413131.15,57682,1498.0952662875768,51166.31,518,98.77666023166023,27745338.03,1765
AROUND THE CLOCK DISPATCH INC,Other,Queens Village,Queens County,11429,2015-02-26,35,51162.51,Other,around-the-clock-dispatch-inc,147547188.43,98576,1496.786118629281,51162.51,35,1461.786,82459395.43,4259
Tropical Farm Inc,Retail - Misc,White Plains,Westchester County,10607,2020-07-10,4,51161.86,Retail,tropical-farm-inc,14204964.71,7085,2004.9350331686662,51161.86,4,12790.465,22226095.1,2016
Unico Finishing Systems,Construction - Painting And Wall Covering Contractors,Spencerport,Monroe County,14559,2016-03-05,78,51156.0,Construction,unico-finishing-systems,61023694.45,20078,3039.3313303117843,51156.0,78,655.8461538461538,9322789.01,1383
